activity_id,user_id,timestamp,content,post_country,post_region,post_city,device,platform,likes,comments,shares,hour_of_day,day_of_week,is_weekend,has_media,media_type,character_count,hashtag_count,mention_count,contains_url,content_type,is_fake,language
4c5cc64a-9471-4d7f-abfa-c8b82d42e1d4_5,4c5cc64a-9471-4d7f-abfa-c8b82d42e1d4,2022-05-14 19:22:00,What does everyone think about the new movie everyone is talking about? I'm curious to hear opinions.,116,15,1108,3,2,11,1,0,19,5,1,1,0,101,0,0,0,2,0,0
85300c18-e927-480f-bcd8-ce0743ad696f_24,85300c18-e927-480f-bcd8-ce0743ad696f,2023-05-16 22:58:00,What does everyone think about the latest tech release? I'm curious to hear opinions.,463,7,1206,3,2,57,7,2,22,1,0,0,2,85,0,0,0,2,0,0
fe497f7d-97c8-4f0f-8745-d47f0e60f418_25,fe497f7d-97c8-4f0f-8745-d47f0e60f418,2025-03-09 07:51:00,The Web3 secret that banks don't want you to know! I've helped 100 people make over $100K each! Message me for details 🤫💰,42,46,1771,2,3,4,4,1,7,6,1,1,1,121,0,0,0,4,1,4
489a9ceb-10b2-4376-a071-164f0f966bb6_33,489a9ceb-10b2-4376-a071-164f0f966bb6,2025-04-03 21:50:00,Financial freedom achieved! Made $100K last month with crypto guru's secret NFT system. Link in bio 💰📈,88,75,948,0,0,7,0,0,21,3,0,0,2,102,0,0,0,4,1,0
2a9ba61d-d530-4f18-996c-a915fcecf1a5_2,2a9ba61d-d530-4f18-996c-a915fcecf1a5,2025-03-31 04:49:00,Can't stand these immigrants taking over our America! Time to take back our country!,1,137,28,5,0,1,16,3,4,0,0,1,1,84,0,0,0,8,1,1
558540fd-5378-43ed-9055-14816af9ec76_25,558540fd-5378-43ed-9055-14816af9ec76,2025-02-08 14:20:00,Highlight of my day was definitely beating my personal record. ✨,316,78,534,3,2,10,14,4,14,5,1,1,1,64,0,0,0,2,0,2
31a67418-2f57-4e06-93ab-92a25c051684_4,31a67418-2f57-4e06-93ab-92a25c051684,2023-03-28 11:15:00,New blog post: 'social media - What You Need to Know'. Read more on our website!,26,130,279,2,0,30,0,4,11,1,0,1,1,80,0,0,0,6,0,2
b9305215-d06f-4faf-8684-e3de658ddbf4_7,b9305215-d06f-4faf-8684-e3de658ddbf4,2023-07-06 11:34:00,We're excited to announce our partnership with Acme Corp!,320,52,2425,0,0,4,1,1,11,3,0,0,2,57,0,0,0,6,0,3
3e2cbe6d-f177-4e02-a7e9-546ba9be988b_7,3e2cbe6d-f177-4e02-a7e9-546ba9be988b,2024-05-16 11:21:00,What does everyone think about the new movie everyone is talking about? I'm curious to hear opinions.,39,24,1506,4,1,4,14,1,11,3,0,1,0,101,0,0,0,2,0,0
ce3dae54-72dd-4e0c-8aa2-c21be593e6d7_40,ce3dae54-72dd-4e0c-8aa2-c21be593e6d7,2020-05-28 02:35:00,JUST IN: new healthcare policy takes effect. More at the link in our bio.,200,150,117,0,0,9,9,5,2,3,0,1,3,73,0,0,0,10,0,6
aa925176-4cbc-4ccc-9dc1-fea58c5a7289_19,aa925176-4cbc-4ccc-9dc1-fea58c5a7289,2025-04-05 03:09:00,I'm so lonely tonight... Anyone want to keep me company? 😘 Check my profile for more...,365,158,73,2,0,0,0,0,3,5,1,1,0,87,0,0,0,0,1,6
4d74c77a-2a29-4c80-b365-773ad92488a2_15,4d74c77a-2a29-4c80-b365-773ad92488a2,2024-09-19 20:52:00,Beautiful day at the park! #nature #photography 🙌,282,25,1606,0,3,34,14,0,20,3,0,1,1,49,2,0,0,3,0,6
d2e9f472-7a12-41f0-a737-1a37ad5fa625_6,d2e9f472-7a12-41f0-a737-1a37ad5fa625,2025-03-30 00:04:00,🚀 Just made $10K in a few weeks with this new Bitcoin strategy! DM me to learn how! 💰,92,20,28,3,2,7,1,0,0,6,1,1,1,85,0,0,0,4,1,0
e014583a-7b91-46e0-8fd4-f4f18dbf3f44_39,e014583a-7b91-46e0-8fd4-f4f18dbf3f44,2025-03-08 06:03:00,"Doctors are furious about this new weight loss trick! Lose 1,000 pounds without diet or exercise: login-support.com",161,80,435,5,0,1,0,0,6,5,1,0,2,115,0,0,0,1,1,6
bdf920b9-ecc7-479d-9dbd-1259012d0f4e_9,bdf920b9-ecc7-479d-9dbd-1259012d0f4e,2025-04-08 02:54:00,SHOCKING: What billionaire did after getting fired will amaze you! account-verify.net #celebrity #news,250,138,1381,5,0,0,0,0,2,1,0,1,1,102,2,0,0,1,1,2
b02f8464-4824-4f14-9b93-7249f2a2d26d_3,b02f8464-4824-4f14-9b93-7249f2a2d26d,2024-07-25 13:49:00,Finally got around to reading that book after putting it off forever! 🔥,649,44,3938,4,1,20,9,2,13,3,0,1,1,71,0,0,0,2,0,2
e7081f9b-a97a-46eb-b56b-87f870c652f5_30,e7081f9b-a97a-46eb-b56b-87f870c652f5,2025-03-24 06:06:00,"Doctors are furious about this new weight loss trick! Lose 1,000 pounds without diet or exercise: security-check.site",529,132,1852,3,2,0,0,0,6,0,0,1,1,117,0,0,0,1,1,4
1bdce520-efe0-4df0-9af9-ab7924177379_8,1bdce520-efe0-4df0-9af9-ab7924177379,2025-04-07 18:50:00,⚠️ ACCOUNT SECURITY ALERT ⚠️ Your profile has been reported. Verify your identity here: login-support.com,1,20,44,5,3,10,2,0,18,0,0,0,2,105,0,0,0,9,1,4
fe497f7d-97c8-4f0f-8745-d47f0e60f418_33,fe497f7d-97c8-4f0f-8745-d47f0e60f418,2025-03-11 23:51:00,ATTENTION! crypto is about to 🚀 100x in the next 6 months! DM me for the insider info!,42,46,1771,2,0,0,1,0,23,1,0,0,2,86,0,0,0,4,1,4
8116880a-f1fc-42e0-991a-9b65bfdccff8_16,8116880a-f1fc-42e0-991a-9b65bfdccff8,2024-05-21 15:38:00,Highlight of my day was definitely finding the perfect coffee shop. 💪,32,12,228,3,1,10,2,2,15,1,0,1,1,69,0,0,0,2,0,0
e864e939-9069-443d-a1bf-b80b9d9aa901_9,e864e939-9069-443d-a1bf-b80b9d9aa901,2023-05-24 11:10:00,Community spotlight: the candidate has been volunteering with us for a decade. Thank you!,325,66,72,2,0,15,6,2,11,2,0,0,2,89,0,0,0,7,0,0
8e441f6f-dc09-44d6-8051-c239b9de09bd_15,8e441f6f-dc09-44d6-8051-c239b9de09bd,2025-04-04 11:50:00,My NFT investment just paid off BIG TIME! $25K in pure profit! Want to know my secret? Drop a 'YES' below! 💎🙌,230,156,685,0,3,2,2,0,11,4,0,0,2,109,0,0,0,4,1,3
2a323d35-69de-4455-aee0-2143765b81d0_30,2a323d35-69de-4455-aee0-2143765b81d0,2025-03-18 18:53:00,New addition to my vintage collection! #collector #hiking,262,31,3287,1,2,9,2,1,18,1,0,1,1,57,2,0,0,11,0,4
5a7f833a-e560-426d-b61f-1f72518829b3_27,5a7f833a-e560-426d-b61f-1f72518829b3,2025-04-06 16:05:00,SHOCKING: What royal family member did after getting fired will amaze you! security-check.site #celebrity #news,304,111,460,1,1,1,0,0,16,6,1,0,2,111,2,0,0,1,1,4
573c046e-b9aa-435b-bd46-d3df6a8f3302_4,573c046e-b9aa-435b-bd46-d3df6a8f3302,2025-03-05 00:21:00,Just posted a new photo on my official page! Go check it out now.,232,72,4241,2,3,60,4,0,0,2,0,1,1,65,0,0,0,5,1,0
d5d0b776-99e3-465c-8276-a3d64827bb9f_3,d5d0b776-99e3-465c-8276-a3d64827bb9f,2022-07-18 09:42:00,Check out our new solution now available! Link in bio.,108,46,736,5,0,4,7,0,9,0,0,0,2,54,0,0,0,6,0,0
9a6035df-ee74-4c96-b71a-98651893c785_12,9a6035df-ee74-4c96-b71a-98651893c785,2025-04-05 00:06:00,ATTENTION! Ethereum is about to 🚀 10x in the next a decade! DM me for the insider info!,246,122,412,1,2,4,0,0,0,5,1,0,2,87,0,0,0,4,1,2
7ec3810e-f68c-4f6b-b90d-9e3acdcb246c_17,7ec3810e-f68c-4f6b-b90d-9e3acdcb246c,2019-05-13 16:45:00,"Meet our team member John, our amazing manager!",254,111,2335,5,3,20,3,0,16,0,0,1,1,47,0,0,0,6,0,0
f1593f05-6010-4cc0-aeaf-d9248477fae8_4,f1593f05-6010-4cc0-aeaf-d9248477fae8,2025-03-03 22:15:00,Thinking about movies today. What are your thoughts?,57,23,457,5,0,2,1,0,22,0,0,1,0,52,0,0,0,3,0,0
968e703d-1692-4332-8068-323a297318d6_22,968e703d-1692-4332-8068-323a297318d6,2020-03-07 09:25:00,We're excited to announce our partnership with StyleHouse!,69,154,274,5,0,16,7,1,9,5,1,1,1,58,0,0,0,6,0,0
8718bc33-cfc5-456a-bf4e-fb7d5cce7b73_0,8718bc33-cfc5-456a-bf4e-fb7d5cce7b73,2025-03-28 15:48:00,You've been selected for the Twitter Creator Fund! Start earning money for your content. Register here: login-support.com,322,95,2238,2,3,1,1,0,15,4,0,0,2,121,0,0,0,9,1,6
08b870a6-89ac-493c-95fe-95f08d4c1b07_39,08b870a6-89ac-493c-95fe-95f08d4c1b07,2022-08-15 14:12:00,Highlight of my day was definitely beating my personal record. 🤩,22,19,3033,2,3,12,3,0,14,0,0,1,1,64,0,0,0,2,0,5
33229cf2-6415-4668-8888-73970f0903c7_6,33229cf2-6415-4668-8888-73970f0903c7,2025-04-05 21:35:00,You've been selected for the Facebook Creator Fund! Start earning money for your content. Register here: account-verify.net,305,53,1474,0,0,3,4,1,21,5,1,0,2,123,0,0,0,9,1,6
8c1ee978-c380-43bb-a26c-d713ded88f70_29,8c1ee978-c380-43bb-a26c-d713ded88f70,2025-04-08 11:54:00,I can't believe this works! Made $50 from home in just forever! See how: security-check.site #workfromhome,241,73,1300,3,2,0,0,0,11,1,0,1,1,106,1,0,0,1,1,4
e613b5ef-9898-4c4e-8c22-4c4fbdd86b58_3,e613b5ef-9898-4c4e-8c22-4c4fbdd86b58,2025-04-04 11:21:00,Congratulations! You've been selected for a special Twitter feature! Verify at account-verify.net,280,73,4706,0,3,0,0,0,11,4,0,1,1,97,0,0,0,9,1,0
33c1195a-5176-44fd-8647-a44d7e503dd3_3,33c1195a-5176-44fd-8647-a44d7e503dd3,2025-04-09 10:30:00,URGENT: Suspicious login detected on your account from our schools. Secure it now: bit.ly/verify-now,45,95,1074,4,1,5,1,0,10,2,0,1,1,100,0,0,1,9,1,0
78292693-d9dc-4a15-a60d-ac2b1b0bd917_9,78292693-d9dc-4a15-a60d-ac2b1b0bd917,2025-02-16 03:12:00,Looking for some fun tonight... who's available? 😈 DM me or follow my link,91,31,72,5,3,2,1,0,3,6,1,1,0,74,0,0,0,0,1,5
5d36ba73-de16-4572-bded-2a57a65bb2a6_18,5d36ba73-de16-4572-bded-2a57a65bb2a6,2025-03-24 10:51:00,Community poll: What type of outreach programs would you like to see next month?,447,101,3495,2,3,23,2,2,10,0,0,0,2,80,0,0,0,7,0,4
c544ecec-9340-47b6-96fc-e905bbcd86a6_44,c544ecec-9340-47b6-96fc-e905bbcd86a6,2025-04-09 06:08:00,BREAKING NEWS: influencer just revealed their secret to success! Read here: bit.ly/verify-now,362,36,674,4,1,0,0,0,6,2,0,1,1,93,0,0,1,1,1,5
e30311dc-c313-4a93-b813-882974525d26_0,e30311dc-c313-4a93-b813-882974525d26,2025-03-15 21:15:00,You've been selected for the Facebook Creator Fund! Start earning money for your content. Register here: login-support.com,51,22,2676,1,2,2,1,2,21,5,1,0,2,122,0,0,0,9,1,2
d131feea-3d23-492e-9c61-9b822c19cfc0_0,d131feea-3d23-492e-9c61-9b822c19cfc0,2023-08-30 13:27:00,Can't believe it's been a week since anniversary! Time flies.,136,109,2858,3,2,4,2,1,13,2,0,1,1,61,0,0,0,3,0,0
748e98fb-6cd6-4525-a98a-985446b2d1c2_9,748e98fb-6cd6-4525-a98a-985446b2d1c2,2025-03-29 10:39:00,Congratulations! You've won the TikTok monthly user lottery! Claim your $500 prize here: login-support.com,329,66,646,5,0,1,4,0,10,5,1,1,1,106,0,0,0,9,1,6
21717401-fcea-47bc-92f2-a3d36cfe5672_5,21717401-fcea-47bc-92f2-a3d36cfe5672,2025-03-12 12:24:00,"My altcoin investment just paid off BIG TIME! $5,000K in pure profit! Want to know my secret? Drop a 'YES' below! 💎🙌",585,49,631,2,3,4,1,1,12,2,0,1,0,116,0,0,0,4,1,0
90c65e99-d647-4e8e-af87-e6e2cf643a46_1,90c65e99-d647-4e8e-af87-e6e2cf643a46,2025-03-26 10:06:00,URGENT: Suspicious login detected on your account from our schools. Secure it now: security-check.site,230,151,648,2,3,0,0,0,10,2,0,0,2,102,0,0,0,9,1,2
4218e579-96a1-431c-89ad-f73110f4d2f5_29,4218e579-96a1-431c-89ad-f73110f4d2f5,2021-07-15 15:26:00,Just posted a new photo on my profile! Check it out 🙌,197,69,2406,5,0,19,13,4,15,3,0,0,2,53,0,0,0,2,0,0
a5d2327d-92e1-427b-aa60-6af56fa553e0_7,a5d2327d-92e1-427b-aa60-6af56fa553e0,2025-02-22 01:54:00,I'm so lonely tonight... Anyone want to keep me company? 😘 Check my profile for more...,665,42,4707,3,2,4,0,0,1,5,1,1,0,87,0,0,0,0,1,0
33432807-418f-4dff-8ad4-962caef810cd_23,33432807-418f-4dff-8ad4-962caef810cd,2022-08-10 16:22:00,Finally got around to decluttering after putting it off forever! 🎉,136,143,4708,3,1,13,5,0,16,2,0,0,2,66,0,0,0,2,0,4
6b18a1d6-20bd-4cd2-b4ce-60e584327b06_5,6b18a1d6-20bd-4cd2-b4ce-60e584327b06,2025-02-03 00:21:00,Just posted some spicy content on my page... too hot for here! 🥵 Check my bio link to see it all uncensored 💦,54,77,953,1,1,4,0,0,0,0,0,1,3,109,0,0,0,0,1,0
f58387fa-de5c-47ae-88e7-36d823de0f03_24,f58387fa-de5c-47ae-88e7-36d823de0f03,2023-11-06 10:33:00,Just posted a new reel on my profile! Check it out 💪,334,145,2814,4,2,47,5,1,10,0,0,1,1,52,0,0,0,2,0,0
ed3e3925-ccb3-481a-957c-aa23708141ac_19,ed3e3925-ccb3-481a-957c-aa23708141ac,2025-03-01 12:20:00,BREAKING: New trading mining strategy generating $25K daily! Only sharing with the next 100 people who DM me! #cryptomillionaire,182,83,113,1,2,1,18,0,12,5,1,1,1,128,1,0,0,4,1,1
19c04075-a268-4747-b823-8ff3dc0fd7f9_12,19c04075-a268-4747-b823-8ff3dc0fd7f9,2025-04-03 23:53:00,"🚀 Just made $10,000K in two years with this new altcoin strategy! DM me to learn how! 💰",341,83,1184,3,2,1,0,0,23,3,0,1,1,87,0,0,0,4,1,4
32faa8cf-b859-43fa-852a-d86c9068608c_3,32faa8cf-b859-43fa-852a-d86c9068608c,2024-11-19 14:33:00,Thanks to all my fans for your support! You guys are the best. ❤️,273,31,2205,2,0,74,2,2,14,1,0,1,1,65,0,0,0,5,1,0
25dbecd7-588d-4f74-93bd-0760aaea1849_37,25dbecd7-588d-4f74-93bd-0760aaea1849,2020-10-18 12:35:00,Check out our new solution now available! Link in bio.,433,51,2509,3,2,8,1,3,12,6,1,1,3,54,0,0,0,6,0,1
658cd11d-9836-4fbe-bcc7-ce843c9a0ea8_20,658cd11d-9836-4fbe-bcc7-ce843c9a0ea8,2025-03-31 02:12:00,Check out my exclusive interview with Entertainment Tonight - link in bio!,175,19,3645,1,2,3,4,1,2,0,0,0,2,74,0,0,0,5,1,0
805e8c0f-6cc0-43ff-af2f-0e5902143eff_8,805e8c0f-6cc0-43ff-af2f-0e5902143eff,2020-07-31 09:23:00,We're hiring! Looking for a talented Marketing Manager to join our team.,287,102,54,2,3,17,0,4,9,4,0,1,1,72,0,0,0,6,0,6
7a6c73bf-c3f7-4067-b4c9-6416b2e945f2_9,7a6c73bf-c3f7-4067-b4c9-6416b2e945f2,2025-02-16 02:43:00,So bored and lonely in this hotel room... wish I had company 😘 See more of my travels on my private page 🍑,144,21,1512,0,0,0,0,0,2,6,1,1,1,106,0,0,0,0,1,5
65bca510-3e26-42b6-8282-d74dd3c95b70_10,65bca510-3e26-42b6-8282-d74dd3c95b70,2025-03-27 15:30:00,🚀 Just made $100K in a year with this new trading strategy! DM me to learn how! 💰,271,73,964,5,0,1,0,0,15,3,0,0,2,81,0,0,0,4,1,2
7d7cc726-339b-446a-8d0f-1b235ed4f13f_22,7d7cc726-339b-446a-8d0f-1b235ed4f13f,2022-04-27 22:34:00,Feeling nostalgic after cleaning out my closet. Anyone else?,177,120,569,3,2,40,5,0,22,2,0,0,2,60,0,0,0,2,0,2
437010db-b68c-44af-8cee-e5771f435e68_28,437010db-b68c-44af-8cee-e5771f435e68,2023-02-09 19:44:00,Finally got around to reading that book after putting it off forever! ✨,299,53,240,4,1,13,2,3,19,3,0,0,2,71,0,0,0,2,0,0
b74f2b71-054b-4f53-a3af-7af090c283d3_5,b74f2b71-054b-4f53-a3af-7af090c283d3,2024-09-15 18:27:00,Highlight of my day was definitely catching up with an old friend. ❤️,139,64,2867,3,1,38,2,0,18,6,1,0,2,69,0,0,0,2,0,3
64ea9521-846d-43bc-9e95-5adedb3ae6e2_7,64ea9521-846d-43bc-9e95-5adedb3ae6e2,2025-03-27 23:48:00,"I can't believe this works! Made $1,000 from home in just three days! See how: securelogin.info/auth #workfromhome",172,7,1121,3,2,0,0,0,23,3,0,0,2,114,1,0,0,1,1,3
cefc7411-1842-4e88-8056-c67324a681d1_7,cefc7411-1842-4e88-8056-c67324a681d1,2024-08-01 13:16:00,Limited time offer: 30% off all items! Use code SPECIAL.,177,94,504,0,3,7,1,4,13,3,0,1,1,56,0,0,0,6,0,4
6751301c-babe-4db9-bc7c-64e7f86a2e02_14,6751301c-babe-4db9-bc7c-64e7f86a2e02,2025-04-04 03:56:00,The secret method that celebrities use to lose weight fast! I lost 500 pounds in a year! login-support.com #weightloss,517,125,3154,2,3,0,0,0,3,4,0,0,2,118,1,0,0,1,1,0
7b8e001a-8568-47d7-ae95-54af9adab825_9,7b8e001a-8568-47d7-ae95-54af9adab825,2025-03-26 00:45:00,Feeling naughty and can't sleep... anyone else up? 😏 See all my content at my profile link 💋,135,3,294,2,0,1,0,0,0,2,0,1,0,92,0,0,0,0,1,6
6c6f0c5e-22f7-4648-931b-ce3133261bfc_0,6c6f0c5e-22f7-4648-931b-ce3133261bfc,2020-09-25 21:26:00,Beautiful day at the park! #nature #photography 😊,213,67,4406,4,1,1,1,2,21,4,0,1,1,49,2,0,0,3,0,3
7a569e51-670e-46fe-87e0-387ef7dc3e25_0,7a569e51-670e-46fe-87e0-387ef7dc3e25,2020-04-28 17:59:00,Join us this Monday for our special event on travel!,385,6,1246,2,0,22,1,2,17,1,0,1,1,52,0,0,0,6,0,0
7bb11f55-214e-4d56-969d-134e75e8486a_9,7bb11f55-214e-4d56-969d-134e75e8486a,2025-02-18 22:52:00,This investment opportunity is changing lives! Turn $100 into $5000 in a decade! securelogin.info/auth,202,75,2940,3,2,0,0,0,22,1,0,1,1,102,0,0,0,1,1,1
58c8eb56-d451-45c0-bc6f-eaa4cb943315_31,58c8eb56-d451-45c0-bc6f-eaa4cb943315,2025-03-10 07:56:00,I can't believe this works! Made $100 from home in just two years! See how: bit.ly/verify-now #workfromhome,171,6,1192,4,2,1,0,0,7,0,0,1,1,107,1,0,1,1,1,0
9efaa13d-b96e-40bc-bf19-0e6f69773eb3_32,9efaa13d-b96e-40bc-bf19-0e6f69773eb3,2024-02-07 09:00:00,My thoughts on current events: I'm surprisingly impressed. What do you think?,77,33,149,4,1,49,3,6,9,2,0,0,2,77,0,0,0,2,0,0
e1c9d0cd-5ffb-4fbf-bedc-10604a7d4b8d_17,e1c9d0cd-5ffb-4fbf-bedc-10604a7d4b8d,2024-10-19 02:34:00,Weekend hiking session complete! Here's what I made: 🙏,334,49,296,3,2,9,3,4,2,5,1,1,1,54,0,0,0,11,0,1
09549047-10ad-4fbb-8ec5-663aa27c169e_11,09549047-10ad-4fbb-8ec5-663aa27c169e,2025-03-28 00:23:00,Looking for some fun tonight... who's available? 😈 DM me or follow my link,187,148,1080,1,1,0,0,0,0,4,0,1,0,74,0,0,0,0,1,1
d070c868-7f8e-4756-b755-48434fbaa365_6,d070c868-7f8e-4756-b755-48434fbaa365,2025-02-14 01:58:00,Guess what I'm wearing right now? 😉 Find out on my private page... link in bio 👀,474,72,2954,1,1,2,1,0,1,4,0,1,0,80,0,0,0,0,1,2
d98c7f55-e89d-4c4e-ba5c-c9f21a736b93_12,d98c7f55-e89d-4c4e-ba5c-c9f21a736b93,2025-04-09 20:23:00,ALERT: Your account has been temporarily limited due to copyright infringement. Resolve this issue: security-check.site,134,120,479,3,2,0,1,0,20,2,0,0,2,119,0,0,0,9,1,5
4c8ed4c7-d849-400f-b51d-391b3cc00e0c_12,4c8ed4c7-d849-400f-b51d-391b3cc00e0c,2024-12-30 20:50:00,We need volunteers for our upcoming workshop! DM us if interested.,123,31,3137,5,0,41,3,3,20,0,0,1,1,66,0,0,0,7,0,4
92f70d6e-7db3-4147-a7f3-3ecedaa6f995_6,92f70d6e-7db3-4147-a7f3-3ecedaa6f995,2025-03-31 13:45:00,"My NFT investment just paid off BIG TIME! $5,000K in pure profit! Want to know my secret? Drop a 'YES' below! 💎🙌",13,3,28,0,0,0,0,0,13,0,0,1,0,112,0,0,0,4,1,5
f73114a8-781b-4b3c-ab9a-0ca2295bdaaa_26,f73114a8-781b-4b3c-ab9a-0ca2295bdaaa,2023-06-29 16:25:00,This watch is amazing! Worth every penny. #recommendation,333,157,434,4,1,9,6,1,16,3,0,1,4,57,1,0,0,2,0,5
69d37f91-e0b7-49ac-b0e4-80409187552c_2,69d37f91-e0b7-49ac-b0e4-80409187552c,2021-09-19 18:06:00,Controversial take: pineapple belongs on pizza. Change my mind.,18,67,1006,3,1,17,3,0,18,6,1,0,2,63,0,0,0,3,0,2
cfe8ce7b-d8d5-4b84-9abe-767f1cf51b38_12,cfe8ce7b-d8d5-4b84-9abe-767f1cf51b38,2020-05-11 19:06:00,This laptop is exactly what I needed! Worth every penny. #recommendation,69,27,2417,4,1,64,7,0,19,0,0,0,2,72,1,0,0,2,0,0
058d6f89-fde4-4646-88b5-6a0515eed95b_8,058d6f89-fde4-4646-88b5-6a0515eed95b,2025-04-01 05:18:00,those people don't belong in America! They refuse to integrate and respect our values! #truth,268,45,2308,5,0,10,1,1,5,1,0,1,1,93,1,0,0,8,1,2
4809598d-52ef-4d2d-ac95-64e16409ef9c_14,4809598d-52ef-4d2d-ac95-64e16409ef9c,2022-05-06 09:16:00,Just posted a new reel on my profile! Check it out 💯,100,54,470,4,1,44,6,4,9,4,0,1,1,52,0,0,0,2,0,3
4a349eb0-06d3-4454-9549-ed5a3be63506_8,4a349eb0-06d3-4454-9549-ed5a3be63506,2025-04-07 17:36:00,⚠️ ACCOUNT SECURITY ALERT ⚠️ Your profile has been reported. Verify your identity here: account-verify.net,157,110,3138,4,1,11,7,0,17,0,0,0,2,106,0,0,0,9,1,6
2ee28eeb-7672-4c22-acac-f9a2966480e8_22,2ee28eeb-7672-4c22-acac-f9a2966480e8,2025-03-24 16:06:00,ATTENTION! crypto is about to 🚀 1000x in the next a month! DM me for the insider info!,99,129,2162,2,0,1,0,0,16,0,0,1,1,86,0,0,0,4,1,3
fb4a132f-3cbe-4ae0-982f-a1c99386a1f8_2,fb4a132f-3cbe-4ae0-982f-a1c99386a1f8,2022-01-11 02:16:00,Can't believe it's been a month since party! Time flies.,111,33,123,4,1,15,4,0,2,1,0,0,2,56,0,0,0,3,0,1
d0e31282-c3c8-43aa-a9f0-0c7c9e2749f4_3,d0e31282-c3c8-43aa-a9f0-0c7c9e2749f4,2025-02-13 22:53:00,Special announcement coming next week! Can't say more right now... 👀,1,34,44,5,0,12,0,0,22,3,0,1,1,68,0,0,0,5,1,0
27086839-b765-44d3-b352-fd73c927adf3_38,27086839-b765-44d3-b352-fd73c927adf3,2025-04-06 15:50:00,"Financial freedom achieved! Made $10,000K last month with trading master's secret altcoin system. Link in bio 💰📈",13,14,2818,5,3,8,1,0,15,6,1,0,2,112,0,0,0,4,1,0
970ca2dc-3c87-4087-a495-d00be1df505e_6,970ca2dc-3c87-4087-a495-d00be1df505e,2025-04-05 18:22:00,We've updated our terms of service. All users must re-authenticate by April 15th to continue using Twitter: login-support.com,592,110,1111,4,2,3,0,0,18,5,1,1,1,125,0,0,0,9,1,1
59948e04-83fc-4059-9db4-b16e744730c4_17,59948e04-83fc-4059-9db4-b16e744730c4,2025-02-19 06:10:00,The trading secret that banks don't want you to know! I've helped 100 people make over $500K each! Message me for details 🤫💰,231,25,809,0,0,0,1,0,6,2,0,1,1,124,0,0,0,4,1,0
93dc1d00-0fb7-4388-832b-510f648c4336_6,93dc1d00-0fb7-4388-832b-510f648c4336,2025-03-21 23:50:00,BREAKING NEWS: billionaire just revealed their secret to success! Read here: account-verify.net,161,22,1505,4,2,0,0,0,23,4,0,0,2,95,0,0,0,1,1,0
d7508b54-8080-40cc-9ea1-10dcf6443639_13,d7508b54-8080-40cc-9ea1-10dcf6443639,2025-04-08 23:50:00,This investment opportunity is changing lives! Turn $1000 into $5000 in two years! login-support.com,252,56,192,2,0,1,0,0,23,1,0,1,1,100,0,0,0,1,1,3
e8ff302f-9b6e-4bcb-9647-78643a373483_16,e8ff302f-9b6e-4bcb-9647-78643a373483,2025-04-09 15:40:00,We've updated our terms of service. All users must re-authenticate by 48 hours to continue using Instagram: account-verify.net,550,32,611,4,2,1,5,0,15,2,0,0,2,126,0,0,0,9,1,3
df7cfbfa-d519-4985-a6d0-43a7d5048027_7,df7cfbfa-d519-4985-a6d0-43a7d5048027,2025-03-31 12:40:00,BREAKING NEWS: royal family member just revealed their secret to success! Read here: login-support.com,393,98,1964,1,1,1,0,0,12,0,0,0,2,102,0,0,0,1,1,0
80a8e875-e893-415e-bbd3-c5155d5d7316_25,80a8e875-e893-415e-bbd3-c5155d5d7316,2020-04-02 06:22:00,LIVE: Following developments as the negotiations unfolds in the mountains.,47,51,4015,3,2,37,3,5,6,3,0,1,1,74,0,0,0,10,0,4
04a5f874-d5a6-4191-b76c-74261ccdb28d_21,04a5f874-d5a6-4191-b76c-74261ccdb28d,2025-04-04 23:34:00,Looking for some fun tonight... who's available? 😈 DM me or follow my link,37,110,1924,2,3,1,0,0,23,4,0,1,0,74,0,0,0,0,1,6
1a060137-5240-4c52-8a9e-92370d85fae6_20,1a060137-5240-4c52-8a9e-92370d85fae6,2024-04-24 20:40:00,Just finished this channel after a month! What do you think? #hobby #woodworking,339,42,3507,0,0,13,6,2,20,2,0,1,0,80,2,0,0,11,0,4
132864c9-8131-4b10-9969-d840c096858b_16,132864c9-8131-4b10-9969-d840c096858b,2024-03-01 15:21:00,Feeling inspired after starting that project. Anyone else?,235,145,1074,5,3,76,15,1,15,4,0,1,0,58,0,0,0,2,0,4
b2711664-a43c-4e7d-9345-ffee237401b4_3,b2711664-a43c-4e7d-9345-ffee237401b4,2025-01-15 21:33:00,So bored and lonely in this hotel room... wish I had company 😘 See more of my travels on my private page 🍑,318,110,3188,3,2,4,10,0,21,2,0,1,1,106,0,0,0,0,1,4
112d064f-6572-44b8-87ce-a20428a30f94_3,112d064f-6572-44b8-87ce-a20428a30f94,2020-05-20 20:07:00,Just posted a new photo on my profile! Check it out 🎉,227,66,3298,4,2,8,1,1,20,2,0,0,2,53,0,0,0,2,0,2
35503051-f876-432d-a08c-8a58d3e54f61_19,35503051-f876-432d-a08c-8a58d3e54f61,2025-03-25 04:17:00,Life hack: using a rubber band for opened paint cans. You're welcome! 😁,271,136,787,3,1,2,1,0,4,1,0,1,1,71,0,0,0,3,0,0
bb29de99-93c5-460f-a056-35cb603597f7_19,bb29de99-93c5-460f-a056-35cb603597f7,2025-04-08 22:31:00,Nothing to do tonight... maybe you can entertain me? 😘 My private page has all my content (link in bio) 🔥,126,114,3972,2,0,2,0,0,22,1,0,1,0,105,0,0,0,0,1,1
